ds,yhat,yhat_lower,yhat_upper
2017-01-17,20.78622404785144,15.138940794296891,26.82796348730732
2017-01-18,20.97017941598822,15.151711057704977,26.843476653934196
2017-01-19,20.988354352680084,14.65055920857188,26.88605481744532
2017-01-20,21.022555477013782,14.496198354982619,26.84097433813856
2017-01-23,21.280850187105386,15.305850871735409,27.22796231909218
2017-01-24,21.30038001020563,14.886639190671815,27.266634481929092
2017-01-25,21.359281062484822,15.430740218365,27.45716661847518
2017-01-26,21.24199695888818,15.477596093294727,27.54392196082905
2017-01-27,21.132158457938363,15.531135560293537,27.62123800634455
2017-01-30,20.928073423645454,14.89628406524676,27.400460179920483
2017-01-31,20.791149683073208,14.699099843169371,26.577735659648184
2017-02-01,20.696485348927624,14.341551826251658,26.51908756741929
2017-02-02,20.430949207390153,14.70719338640969,26.602819024782203
2017-02-03,20.180519660617026,14.473856179817233,26.44195356904816
2017-02-06,19.62188629669009,13.582425060126328,25.706544279771254
2017-02-07,19.395214997479997,12.978737432710703,25.005712007465732
2017-02-08,19.227366877931008,13.24199340901946,25.212420145784954
2017-02-09,18.906152415579726,13.143926784099849,24.84308522350995
2017-02-10,18.618150476614936,12.504993540218473,24.89570641950713
2017-02-13,18.056139399516987,12.245621225121782,24.284713511557527
2017-02-14,17.863272467529686,11.839364453901975,24.260343506750385
2017-02-15,17.74510625864842,11.490410970346309,24.29588294408393
2017-02-16,17.4880500726475,11.676305755333821,23.211484054115378
2017-02-17,17.27702816605144,11.105585450291132,23.668688130604558
2017-02-21,16.918711759354686,10.646441259467839,22.93110048612251
2017-02-22,16.911003863797173,10.986527622287058,23.10096702111117
2017-02-23,16.764501594959103,11.00905481529376,23.03027288856054
2017-02-24,16.66200879158306,10.382609680872456,22.69226194559596
2017-02-27,16.68286698065639,10.688534216657313,22.531155371717425
2017-02-28,16.680635632730308,10.59198894836777,22.65532425599426
2017-03-01,16.74553844075197,10.860561812097512,22.73051744310469
2017-03-02,16.66098447597799,10.753330942964046,22.82282774449256
2017-03-03,16.609282571601693,10.675016505069323,22.39264964030218
2017-03-06,16.71513046588857,10.951175056666107,22.33529983771844
2017-03-07,16.720058382241284,10.2020245130332,22.731235995743393
2017-03-08,16.782831831192205,10.869959336912235,23.133633379311703
2017-03-09,16.687971033390482,10.264693156444103,22.380847189481308
2017-03-10,16.619069635178178,10.447870583968568,22.78641190749736
2017-03-13,16.646558195586252,9.930164390857998,22.533563912123892
2017-03-14,16.621588666720864,10.715274228305642,22.020053451891005
2017-03-15,16.65513125449123,10.228710975044887,22.38571943073037
2017-03-16,16.53313993449624,10.829975008067784,22.284516580827418
2017-03-17,16.440520399834572,10.66143858098389,22.637865033766612
2017-03-20,16.42793422335256,10.614864754088321,22.899278410684374
2017-03-21,16.40248293803946,10.356827069861568,22.31594876858847
2017-03-22,16.442669389578512,10.912905798854403,22.774818910025346
2017-03-23,16.334498848246387,10.220290211693294,22.3853202227561
2017-03-24,16.262687816537678,10.179169476429518,21.72874827129937
2017-03-27,16.349188997935237,10.597528441615397,22.177975041646523
2017-03-28,16.366242554650565,10.775550203591374,22.829158656237006
2017-03-29,16.45189554452574,10.470532427576378,22.573620416788305
2017-03-30,16.390911826148606,10.583438475241085,22.410277012279014
2017-03-31,16.366699327067142,9.937383991168726,22.015200762792766
2017-04-03,16.585172920650162,10.33710855985951,22.818594137847217
2017-04-04,16.638373754258907,10.94997276453674,22.71407733692819
2017-04-05,16.754357186806047,10.574490614036378,22.937119120689246
2017-04-06,16.716951115337125,10.8477438206022,22.656306177148657
2017-04-07,16.70879931951194,10.77172138113841,23.145022720986844
2017-04-10,16.925684518023367,11.040992742082299,23.091178180247272
2017-04-11,16.96127986262199,10.776578464047212,22.845354096189894
2017-04-12,17.05142439732561,10.833631029825485,22.95523045547914
2017-04-13,16.980448155630082,11.016263757413494,23.531278035923766
2017-04-17,16.994072816788567,11.070420123934314,23.53744728547013
2017-04-18,16.97109321506728,11.057145347872028,22.658231532081114
2017-04-19,17.001263843083656,10.569337431473018,23.07815383245955
2017-04-20,16.87026355600902,10.815261642646687,23.018907907845417
2017-04-21,16.76278017226801,10.480989484616039,23.060168418158703
2017-04-24,16.669465086019045,10.892174981138833,22.859140374789984
2017-04-25,16.60519756807834,10.54969281427006,22.337270478552913
2017-04-26,16.60095261201859,10.85746524803575,22.141929531029298
2017-04-27,16.443110142233138,10.43569421705385,22.305076010738016
2017-04-28,16.31687727844758,10.448986349446768,22.177800359388986
2017-05-01,16.218171664814395,10.261208709431155,22.256840800191373
2017-05-02,16.168855237251655,9.806400226757859,21.957490319146604
2017-05-03,16.187365751672402,10.387663050387049,22.276484781312057
2017-05-04,16.059485048015972,9.97949767421955,22.230666857183824
2017-05-05,15.969674821977833,9.795155461204253,22.032307596345355
2017-05-08,16.00980253592871,10.112758912990786,21.952623849567168
2017-05-09,16.013145461138507,9.602108930410838,21.630717028386677
2017-05-10,16.085659023586143,10.211110211039514,22.036881271345646
2017-05-11,16.0120073017058,9.570761469964888,21.858669480965606
2017-05-12,15.975564478320209,10.183692177204541,22.048544956620265
2017-05-15,16.16069369063207,9.877881523827774,22.44033164425187
2017-05-16,16.2044806969124,10.185398585119676,22.33751586630597
2017-05-17,16.31234783603,10.20986657054185,22.40946239109804
2017-05-18,16.268464745227792,10.482943060211824,22.07022367521562
2017-05-19,16.25584853373394,10.24477536182573,22.628932733300047
2017-05-22,16.475297073042956,10.25473528190772,22.323112295691352
2017-05-23,16.51829007315175,10.677516450712117,22.708115990950663
2017-05-24,16.619620639147303,10.735620653866734,22.85389783529092
2017-05-25,16.56383641096747,10.355027245311035,22.769377839814027
2017-05-26,16.53441423988981,10.181554376133258,22.558770642169865
2017-05-30,16.691708006754904,10.420743248695251,23.056494926286494
2017-05-31,16.760297535678806,10.541966685316773,23.116163743449487
2017-06-01,16.67040976919582,10.44616331893236,22.47572077208369
2017-06-02,16.60609534212639,10.056574902708928,22.689312067671416
2017-06-05,16.64686415234228,10.461739766968536,22.85039669634963
2017-06-06,16.625873076616468,10.281717841092872,22.351063312215576
2017-06-07,16.66261079029939,10.612012692056021,22.26726013513254
2017-06-08,16.542483815124065,10.887678279110345,22.541534307453063
2017-06-09,16.44974331493058,10.368975464502183,22.711574155501562
2017-06-12,16.417378348621757,10.434935932473,22.536778137190453
2017-06-13,16.376278685787497,10.55589666501141,22.45891562171902
2017-06-14,16.395079322788195,10.011005070885412,22.4537980844151
2017-06-15,16.259181405630443,10.247176305330884,22.434024908584906
2017-06-16,16.15282322311867,9.738870776190344,21.58813540740878
2017-06-19,16.092420193368174,9.574152516661256,22.391925420809958
2017-06-20,16.046253930778835,10.161558694374445,22.309886515035945
2017-06-21,16.062163439010845,10.275900216067868,21.95314669176099
2017-06-22,15.925592329097787,10.082898460858287,21.719580275706626
2017-06-23,15.820833556457352,9.942857115718768,21.90095453759104
2017-06-26,15.77951348791343,9.722415468530102,21.641056635415755
2017-06-27,15.744681640009972,10.000532893348218,21.3553470705183
2017-06-28,15.774492208245416,9.906051389653497,21.746966672784133
2017-06-29,15.654405387254371,10.047425832621935,21.347854426276708
2017-06-30,15.568699073725861,9.781446564339458,21.50710806890553
2017-07-03,15.599175125081322,9.49278361834504,21.339922886102762
2017-07-05,15.652573846077068,9.512364140579466,21.72299187943984
2017-07-06,15.56408251476231,9.79025671606649,21.211338164427154
2017-07-07,15.511084811811958,9.526422607925959,21.28527947954174
2017-07-10,15.641923647857727,9.58389948582915,22.035637064273143
2017-07-11,15.667929329989061,9.60192445162072,21.57013986225178
2017-07-12,15.7590186873271,9.932390191963831,22.285958432449355
2017-07-13,15.699784589540155,9.507143543247363,21.99071965863534
2017-07-14,15.673593376365291,9.7008858134146,21.780789386444493
2017-07-17,15.865205383159882,10.394154674773603,22.21321856114647
2017-07-18,15.90352400013773,9.715744088224673,21.933018889883158
2017-07-19,16.002427621379745,9.944324742233041,21.899343461839443
2017-07-20,15.946320530634896,9.848748146164223,21.710349384340308
2017-07-21,15.918478030541326,9.922605649783062,22.02392168513198
2017-07-24,16.077129448206065,9.770237498370589,21.958808241351644
2017-07-25,16.095882502298434,10.415956705847789,21.997863556727907
2017-07-26,16.171569793739742,9.969365166568886,22.29639064458533
2017-07-27,16.089121966543832,10.363247940336123,22.55905635216527
2017-07-28,16.032422291731056,9.988721662321373,22.25787161638735
2017-07-31,16.09641179869475,10.319669731427249,22.42168679281496
2017-08-01,16.083442616545682,9.988594338878503,22.46535025909405
2017-08-02,16.12861879213141,10.297636837973199,21.62342852266322
2017-08-03,16.017625329671716,10.026479058922165,21.870388154539036
2017-08-04,15.9350568675771,9.579685505395732,21.805285811501484
2017-08-07,15.943579502068085,10.165046177248374,22.107686547223746
2017-08-08,15.92106708083201,10.336258858654174,21.810842054058938
2017-08-09,15.96167851880264,9.956781901047497,22.231859852138374
2017-08-10,15.851215248687357,10.016364204138867,22.075734840194748
2017-08-11,15.77425591589875,10.17503084942971,22.03016869083221
2017-08-14,15.827938490130641,9.987194534437737,21.892488286152528
2017-08-15,15.828584465773744,9.366475903927917,21.794371239935273
2017-08-16,15.895458085722819,9.676164769613864,21.760643950903646
2017-08-17,15.813652904279834,9.314205710042362,21.58782877889496
2017-08-18,15.766971591192185,9.801948554061113,21.870852031802904
2017-08-21,15.912860971366644,9.813885669616042,21.955350601881243
2017-08-22,15.941877470675932,9.926265593845416,22.05862640780942
2017-08-23,16.034586836588193,10.095414055094796,22.299064248236974
2017-08-24,15.975353035086862,9.718985777868081,22.33645314368698
2017-08-25,15.947332197234545,9.838794439243527,22.056550448612633
2017-08-28,16.120871572975513,9.769420882458187,22.89119975011415
2017-08-29,16.148663015261388,10.489194501568466,22.250066527864753
2017-08-30,16.23476938404021,10.54109349033376,21.89765447518455
2017-08-31,16.163673141716902,10.127112107652364,22.05495091888987
2017-09-01,16.11878867934569,9.927341069043386,22.120346359088916
2017-09-05,16.212243919793423,10.282094192788755,22.534822528558976
2017-09-06,16.264593243475762,10.520123900196293,22.355362489981605
2017-09-07,16.15862089554791,10.715779032229761,22.4570170616048
2017-09-08,16.078615932740963,10.128345000018554,22.00007182169016
2017-09-11,16.077964137582576,10.268120159690957,22.51252269283144
2017-09-12,16.046412144798218,10.060029952073148,21.95676394392936
2017-09-13,16.073912816835044,9.876146525516706,22.2913760246837
2017-09-14,15.947465107423294,10.195879098204497,21.96655001426278
2017-09-15,15.851833602475754,9.932956831366829,21.7377699287196
2017-09-18,15.836233752574357,9.367253839877844,21.544483735430926
2017-09-19,15.810609710501275,9.935465428098384,21.7276885827887
2017-09-20,15.850368465529955,9.974938606117854,21.686827997048976
2017-09-21,15.741102883034353,10.130996354444994,21.65179031759599
2017-09-22,15.667136784711534,9.472335754919484,21.3169314401428
2017-09-25,15.737542790942394,9.504844020690436,21.60597814630651
2017-09-26,15.745254835089945,9.584378832918897,21.456461546265206
2017-09-27,15.819398490724307,9.808441179698589,21.76409496173304
2017-09-28,15.744769808966588,9.750387315360406,21.75819166939264
2017-09-29,15.704908575403955,9.567913466178299,21.83401172775193
2017-10-02,15.86721316427981,9.713498038995041,21.844090673056726
2017-10-03,15.90001011315007,9.80904863040924,22.12209409556501
2017-10-04,15.995645376306259,9.93586270496106,22.043669487628502
2017-10-05,15.938578411524398,9.722668470682768,21.908782301341084
2017-10-06,15.912125701857876,9.26515771767287,22.28004952453386
2017-10-09,16.089233351170833,10.110699553020865,21.983104813751506
2017-10-10,16.118877684032064,10.555868864326477,22.195274146663298
2017-10-11,16.207762268740293,10.07118027561055,21.979748218281273
2017-10-12,16.140741576694047,10.222749002624147,22.22090208235293
2017-10-13,16.10159235493104,9.917355439083503,21.760121969514334
2017-10-16,16.229380907057458,10.410832270057467,22.165320478471084
2017-10-17,16.240668079692572,10.032105392792792,22.208857815511234
2017-10-18,16.311128979232304,10.03638898338001,22.31960042141543
2017-10-19,16.226105702316424,9.788502123550739,22.093608307232014
2017-10-20,16.169809958626765,10.18212322868079,22.361384237221856
2017-10-23,16.254617104222213,10.333481322429774,21.760265131544063
2017-10-24,16.255106948547013,10.502597439911032,22.158013459435107
2017-10-25,16.31667892053966,9.660054944970431,22.24600808303998
2017-10-26,16.22463483006692,10.34587102495129,22.182563160709208
2017-10-27,16.163067932286815,9.583284190472586,22.172503363046353
2017-10-30,16.240389868471585,10.366651547775108,21.922958391438478
2017-10-31,16.240192489661442,10.140628537378465,22.56382602339292
2017-11-01,16.301424107018306,10.338319625490236,22.13471438125078
2017-11-02,16.2090411928782,10.252359108137075,22.174498601179902
2017-11-03,16.146806665282604,10.232055937562542,21.880553435105515
2017-11-06,16.21739145400132,9.95985416585969,21.731061412674894
2017-11-07,16.212723092670632,10.230985816617078,22.465529459909433
2017-11-08,16.268221105836158,10.351547159388124,22.46401196852314
2017-11-09,16.168871260183906,10.239996656472092,22.89398686243298
2017-11-10,16.09854997029932,10.00806815383079,21.98015859255787
2017-11-13,16.140513894779705,10.287988205309007,22.09284878599289
2017-11-14,16.126003253541736,9.913831949410637,22.5021999843407
2017-11-15,16.172231608448534,10.426217547739224,22.363068122249786
2017-11-16,16.064679546842846,10.166076935032748,22.393082601695955
2017-11-17,15.987736223985477,9.881854065927982,22.23849286363655
2017-11-20,16.02433033814624,10.26729780076276,21.92098144142178
2017-11-21,16.01436622475898,10.008203027611644,22.071105506674694
2017-11-22,16.068915130271588,9.940432486764559,22.030309697949814
2017-11-24,15.913249159860973,9.809570693361783,21.928627866169403
2017-11-27,16.023992936584833,9.855816782222064,22.380348696826836
2017-11-28,16.046285884274216,9.962473031023148,21.95661566140052
2017-11-29,16.13622725218015,9.987438504959885,22.569156985634365
2017-11-30,16.07899451177498,9.92914826772095,21.830944328072206
2017-12-01,16.058479548949684,9.954162700069855,21.652695899858074
2017-12-04,16.293289631755325,10.373283788882734,22.370743858435244
2017-12-05,16.35566120606252,10.318923936928087,22.762010171462688
2017-12-06,16.483667457717214,10.229575865343604,22.95837883859139
2017-12-07,16.461695898769822,10.247849941302949,22.169450243277215
2017-12-08,16.472906640768336,10.338361133610302,22.49479144722597
2017-12-11,16.775723728133755,10.766220433458162,23.07347123538089
2017-12-12,16.850318284948663,10.882910844505579,23.052346059603995
2017-12-13,16.98498561506566,11.058390900337608,23.255198406078158
2017-12-14,16.964147390031382,10.845600728955922,22.97214593555968
2017-12-15,16.971164108967855,10.776817990634386,23.20199693959887
2017-12-18,17.233882153156994,10.418821820816719,23.169058629617133
2017-12-19,17.288171855650756,11.46883514592167,22.89029357039629
2017-12-20,17.400503805162355,11.488784807369077,23.567030271288296
2017-12-21,17.356311325498215,10.899742461935167,23.5108916503678
2017-12-22,17.34002865036551,11.323642811779221,23.316442939901275
2017-12-26,17.58628934151774,11.767619304915646,23.897736465593074
2017-12-27,17.691667127935226,11.625484267332128,23.662188237546978
2017-12-28,17.64653502824608,11.525287536911458,23.57087531527213
2017-12-29,17.635938633235636,11.447363648877232,23.576356624539685
2018-01-02,17.97655129791854,11.978558608788493,23.644687420382514
2018-01-03,18.122819713564862,12.23382480809302,24.332957310943087
2018-01-04,18.124446399259327,12.324699362538647,24.47896756167535
2018-01-05,18.16555038554432,12.323394120133864,24.34479005452659
2018-01-08,18.602223628708717,12.536856190034575,24.281560369863772
2018-01-09,18.736997250211076,12.86067678568274,25.30777977248837
2018-01-10,18.939297087726967,12.956173000830331,24.692749849532113
2018-01-11,18.992865022590273,12.702533110855908,24.9011120272116
2018-01-12,19.08004900784744,12.878195856664316,25.322204456544544
2018-01-16,19.74391443108478,13.418619562195163,26.097543541853504
2018-01-17,19.93916363299264,13.63762455307905,26.65410719634893
2018-01-18,19.97142916066529,13.809163134594375,26.256616566940085
2018-01-19,20.022402322346984,14.084062783208767,26.035065105988945
2018-01-22,20.345070723900143,14.36052230670268,26.087804822590904
2018-01-23,20.389798785400203,14.033887861491527,26.27359498698583
2018-01-24,20.475179570092465,14.107552400618802,26.169882588919627
2018-01-25,20.385248265919916,14.4266253262567,26.41521489926523
2018-01-26,20.303201798904176,14.261609592965023,26.304314707871754
2018-01-30,20.06871181068781,14.299325677188161,26.041286467034556
2018-01-31,19.99730000371552,14.200068862685267,26.098463064917905
2018-02-01,19.752852030910585,13.77095357314275,25.702407780766894
2018-02-02,19.52100117867461,13.614475691435368,25.575241676506657
2018-02-05,19.00035330826158,12.917435876598486,25.3287790815054
2018-02-06,18.779820757735717,12.544145046508142,24.496565891825988
2018-02-07,18.61470584022361,12.924763104391376,24.73332872642542
2018-02-08,18.292831892919484,11.904086002241932,24.562783398038064
2018-02-09,18.000856474358425,12.058682330401883,24.70308412208901
2018-02-12,17.40875686510726,11.442499103838722,23.230457084468352
2018-02-13,17.200653276359215,11.497721757328893,22.96384578868435
2018-02-14,17.06518751191212,10.969466211280247,23.28176494979777
2018-02-15,16.789146737827597,10.652194841413854,22.332607366424114
2018-02-16,16.557856375665608,10.858307455245377,22.42988679852346
2018-02-20,16.11393000927132,10.430345357761107,21.84911463843161
2018-02-21,16.085696875600895,10.057457142219459,22.102923574217225
2018-02-22,15.919748190584539,10.310555259692546,22.37754673204125
2018-02-23,15.799190773809025,9.769246474370995,21.627692746731938
2018-02-26,15.776464070562739,9.751177886857471,21.688636450777484
2018-02-27,15.763748006879394,9.596171403473011,21.68646418882751
2018-02-28,15.82030123150774,9.967158499661004,21.76444619205282
2018-03-01,15.729516160854319,10.034165552655836,21.8702392223263
2018-03-02,15.67363088888445,9.403163463522874,21.186632380215904
2018-03-05,15.777778387354454,9.872127622961912,21.363083456058177
2018-03-06,15.785072084864218,9.989598641880859,22.546912478141724
2018-03-07,15.85125648085198,9.71217381937705,22.191622737502115
2018-03-08,15.760567650126701,9.59801027253805,21.467771639582207
2018-03-09,15.696305587537195,9.95869793156524,21.729913128575078
2018-03-12,15.737612316697703,9.592182451070085,21.873534351536588
2018-03-13,15.716314266382911,9.863070787075523,21.80029991496481
2018-03-14,15.752669233239216,9.557083274764597,21.733742494992214
2018-03-15,15.63244454686666,9.901396189213347,21.322164225205487
2018-03-16,15.540398494417767,9.865307809122411,21.72754629825444
2018-03-19,15.521552292672743,10.30643111823799,21.345909302915018
2018-03-20,15.491307389672832,9.281982692096488,21.36525143136205
2018-03-21,15.525435722934047,9.70702181872512,21.594812930501416
2018-03-22,15.410059186323243,9.141074129711065,21.287066427393075
2018-03-23,15.330048131869939,9.066185899689428,21.24449746722693
2018-03-26,15.387973870786716,9.783859508465975,21.750725198989983
2018-03-27,15.394947274770331,9.296457863949014,21.363864979838166
2018-03-28,15.47065743900763,9.30796537113689,21.392559178838727
2018-03-29,15.400119956520644,9.710884279341297,21.21721053674538
2018-04-02,15.564666432003554,9.929629187685471,21.20639194103361
2018-04-03,15.613521970129476,9.749305162464553,21.674417469218994
2018-04-04,15.726669612686331,9.752944276734762,21.908457279861977
2018-04-05,15.688010712693318,9.613576060578804,22.045880505699426
2018-04-06,15.680221696559677,9.556757377349735,21.756463993101377
2018-04-09,15.907594789354231,9.403016295901566,21.818948973946096
2018-04-10,15.949521934189338,10.3842474907314,21.837794293668537
2018-04-11,16.047176514245606,10.570846978857336,21.929218327153052
2018-04-12,15.98469800236806,9.989025297413338,22.582792275603026
2018-04-13,15.945213542391373,9.864514747412645,22.23036284308363
2018-04-16,16.037644721623437,9.588624174761474,21.887096990624336
2018-04-17,16.024592223145703,9.886422946887189,21.562801568662753
2018-04-18,16.064229483091985,9.867851591732846,22.45933267896172
2018-04-19,15.94200097560569,10.06243894033577,21.789527994420588
2018-04-20,15.842378155228817,9.546894777504871,22.18695091643668
2018-04-23,15.76538613668173,9.37676576141847,21.47769073161875
2018-04-24,15.70369442563747,9.662749140028819,21.466391269781575
2018-04-25,15.700455234170404,9.534196850525376,21.76140289047351
2018-04-26,15.542020522446917,9.100588408124146,21.262224020597927
2018-04-27,15.413606183247559,9.494027454497767,21.47745351355769
2018-04-30,15.29943342726315,9.46482860719923,21.107329892385664
2018-05-01,15.24234973863276,9.200176198017115,21.0754308650624
2018-05-02,15.252036133517189,9.607267358193965,21.281272841414644
2018-05-03,15.114455687318738,9.206787665497835,21.536329223901646
2018-05-04,15.014266010009003,9.05199763370955,20.56976384052963
2018-05-07,15.021250038254083,8.98112889517084,21.01840833379152
2018-05-08,15.013570029842557,8.92048909851941,21.213393034616224
2018-05-09,15.075404099072413,9.00787461833123,20.947863620597964
2018-05-10,14.991596191972008,8.795916470475568,20.62552204260178
2018-05-11,14.945682576374171,8.953136245979774,21.095058523350527
2018-05-14,15.107806924171491,9.301277707734144,21.22390738603505
2018-05-15,15.14603794350078,9.034212743179504,20.90146104053841
2018-05-16,15.249495787870647,9.548001669722098,21.347318764119272
2018-05-17,15.202365722434127,9.178158844712195,21.084654826901165
2018-05-18,15.187655865992213,9.254900444126351,21.552321656744038
2018-05-21,15.407322100288836,9.327568635873016,21.08630273891074
2018-05-22,15.45231980275784,8.95163983686298,21.025546204277042
2018-05-23,15.556467292118292,9.358235837611394,21.43049797410687
2018-05-24,15.504204396965589,9.375824487242216,21.49388579007753
2018-05-25,15.478894362562528,9.882478034386372,21.756180836100764
2018-05-29,15.656241442600988,9.62488240312342,21.349238077878734
2018-05-30,15.730200021805588,9.690354776907522,21.358967184186994
2018-05-31,15.645629971699101,9.26729952740053,21.58678429794631
2018-06-01,15.586501929188167,9.62380554338885,21.662650783001883
2018-06-04,15.641410337197055,9.589056728173206,21.455337032913377
2018-06-05,15.624504960414042,9.404431592172157,21.714034998843164
2018-06-06,15.664963779487568,9.457248261992033,22.07074045471229
2018-06-07,15.548176601973713,9.924220221753853,21.64834397783342
2018-06-08,15.458385269195343,9.6441028028099,21.722953284204248
2018-06-11,15.432509600301632,9.490906468799663,21.45522804853931
2018-06-12,15.39279747077818,9.50090302304998,21.680466810725086
2018-06-13,15.41260558147607,9.207296581642396,21.55901881131859
2018-06-14,15.277338497822782,9.089825169365051,21.560184386969645
2018-06-15,15.171235727694702,9.031896593271275,21.253301804338204
2018-06-18,15.109314574934675,9.083708322590784,21.182752033874653
2018-06-19,15.061854797054625,9.261795550938604,20.667745466931493
2018-06-20,15.076057447666939,8.76923325026891,21.205456572295503
2018-06-21,14.937351915723198,9.076835434745757,21.204242245071033
2018-06-22,14.830016774123543,8.500559281041454,20.932559012072915
2018-06-25,14.7781982846878,8.76594859668726,20.83497627104792
2018-06-26,14.73892375104074,8.962420655475903,20.85081378076464
2018-06-27,14.763824728957582,8.7693773078324,20.8769102013294
2018-06-28,14.638375970993637,8.329778192857761,20.518956160935865
2018-06-29,14.546879359119798,8.726002507918203,20.4941595011626
2018-07-02,14.557810379659266,8.57351998132954,20.31583757057642
2018-07-03,14.544233875634044,8.880357283690865,20.49847717335021
2018-07-05,14.501189955324266,8.838285353491033,20.681549629766586
2018-07-06,14.440950400111351,8.690424353004609,19.89060212192723
2018-07-09,14.551230826961833,8.536364152694349,20.52708400591045
2018-07-10,14.571114750061387,8.127551106522267,20.864938659593793
2018-07-11,14.656614121071136,8.591966909769473,20.835032563147433
2018-07-12,14.592413059598481,8.774526144305785,20.655089409802088
2018-07-13,14.56195970864578,8.371839114484173,20.824596880640986
2018-07-16,14.745638366115577,8.716744539065296,20.964640006435175
2018-07-17,14.783058622376892,8.644362955084476,20.913301272784338
2018-07-18,14.881955473722325,8.820713353376952,20.957036896736497
2018-07-19,14.82671466502012,8.711567670617782,20.355209340664256
2018-07-20,14.800572604292684,9.246124406487075,20.644584541787168
2018-07-23,14.968646487643975,8.990803617971238,21.24520611250684
2018-07-24,14.991663201084522,8.627887526670218,21.04583606668527
2018-07-25,15.071978791869448,9.429553139815436,21.179907138188533
2018-07-26,14.994388445109516,9.34459164852384,21.65111656124832
2018-07-27,14.942632730593658,8.546028796326151,21.015714814606177
2018-07-30,15.020512219533117,9.236095091271252,20.92297407359398
2018-07-31,15.011387017138304,9.139976369895386,21.003853108734187
2018-08-01,15.059798617182025,8.690723193398387,21.107873581931273
2018-08-02,14.95132240563236,8.802121718910959,21.165822880020038
2018-08-03,14.870460982185152,8.602133616047299,20.977046831810693
